House_ID,City,Locality_Tier,BHK,Bathrooms,Super_Area_sqft,Carpet_Area_sqft,Floor_No,Total_Floors,Property_Age_years,Parking,Furnishing,Lift,Gated_Society,Distance_to_Metro_km,Distance_to_CityCenter_km,Nearby_School_km,Nearby_Hospital_km,Crime_Rate_Index,Market_Price_INR,Price_per_sqft_INR
5849,Nagpur,Mid,3,3,1323.7,1018.8,7,12,4,0,Unfurnished,1,0,4.85,22,2.41,5.57,42.2,6049519,4570
5850,Pune,Premium,5,5,2825.5,2226.1,1,17,9,1,Unfurnished,1,1,0.94,12.12,1.15,1.3,25.9,27916830,9880
5851,Hyderabad,Premium,2,3,825.5,586.6,7,15,7,1,Fully-Furnished,0,1,0.2,13.49,2.58,3.24,44.1,7423292,8992
5852,Pune,Budget,3,3,1357.2,969.9,3,15,2,1,Fully-Furnished,1,0,1.51,21.24,3.08,3.71,45.3,8671772,6389
5853,Bangalore,Mid,2,2,925,657.3,0,6,13,1,Fully-Furnished,1,0,0.76,16.28,3.4,4.33,38.6,7977270,8624
5854,Pune,Mid,3,4,1218,1024.7,8,11,14,0,Unfurnished,1,1,1.21,15.1,2.72,1.08,41.3,9438641,7749
5855,Bangalore,Mid,1,1,491,349.7,19,19,11,1,Unfurnished,1,0,0.3,17.74,1.36,3.98,36.7,3643514,7421
5856,Nagpur,Premium,2,3,712.5,551.9,7,16,5,0,Semi-Furnished,1,1,3.08,17.92,0.2,1.72,20,4726227,6633
5857,Nagpur,Budget,1,1,519,404.4,1,14,10,0,Unfurnished,1,0,1.25,16.42,3.03,4.47,79.7,1578544,3042
5858,Bangalore,Mid,3,3,998.7,668.8,4,22,16,0,Unfurnished,1,0,2.19,11.96,1.16,4.12,38.8,9016943,9029
5859,Pune,Budget,2,2,973.1,746,9,11,2,0,Semi-Furnished,1,0,3,15.9,3.2,4.69,65.9,6483419,6663
5860,Bangalore,Budget,2,2,911.9,755.4,19,19,8,1,Semi-Furnished,1,1,4.38,22.89,4.24,2.86,41.6,6791937,7448
5861,Nagpur,Mid,3,4,1254.3,915.1,6,6,3,0,Semi-Furnished,1,0,6.52,19.51,1.64,2.57,33.9,7226663,5762
5862,Hyderabad,Mid,2,2,698.5,532.3,5,5,14,1,Fully-Furnished,0,1,1.57,11.93,1.01,4.09,53.6,5296373,7582
5863,Bangalore,Mid,3,3,1298.9,1057.8,0,23,3,0,Unfurnished,1,1,0.2,20.75,3.64,3.54,35.4,11142567,8578
5864,Mumbai,Mid,2,2,994.8,821.4,11,20,2,0,Semi-Furnished,1,0,2.05,20.93,1.56,3.75,36.1,14106144,14180
5865,Mumbai,Mid,4,5,1739.7,1151,7,19,6,1,Semi-Furnished,0,1,1.83,6.74,3.37,1.46,46,30545320,17558
5866,Bangalore,Mid,3,3,1241.8,846.9,19,22,13,1,Semi-Furnished,1,1,0.2,7.11,2.59,4.68,33.5,11269506,9075
5867,Pune,Budget,3,4,1134.2,833.4,9,15,13,0,Semi-Furnished,1,1,0.2,27.55,3.62,4.79,54,6962042,6138
5868,Nagpur,Budget,2,1,873.6,721.4,6,10,5,0,Unfurnished,1,0,3.65,23.52,4.83,5.84,55.6,2380945,2725
5869,Pune,Premium,3,3,1391.3,1057.8,8,14,9,1,Unfurnished,1,0,3.14,11.84,3.06,1.77,30.1,14684744,10555
5870,Bangalore,Premium,2,2,821.1,631.5,10,18,15,1,Unfurnished,1,1,2.3,0.5,0.84,3.76,5,10384951,12648
5871,Pune,Budget,1,1,473.2,311.1,1,3,14,1,Unfurnished,0,0,0.2,24.31,4.27,1.77,53.5,1855905,3922
5872,Pune,Mid,3,3,971.8,731.1,14,19,8,0,Unfurnished,1,0,3.35,17.7,1.12,1.9,46.8,7554348,7774
5873,Bangalore,Mid,3,3,1047.2,726.2,17,18,19,1,Unfurnished,1,1,0.23,5.38,4.13,2.45,29.5,10725054,10242
5874,Pune,Budget,1,2,632.8,484,8,15,13,0,Unfurnished,1,1,2.38,23.59,6.67,5.58,39.2,3087975,4880
5875,Hyderabad,Mid,2,2,927.6,633.2,20,20,15,0,Semi-Furnished,1,0,0.69,18.26,2.36,1.53,47.2,6267935,6757
5876,Hyderabad,Budget,1,2,720.6,578.7,0,13,14,1,Unfurnished,1,0,0.2,13.96,2.93,3.51,52.4,3558392,4938
5877,Hyderabad,Mid,2,1,859.7,623.2,7,9,10,1,Unfurnished,1,0,2.42,13.21,3.91,4.03,51.6,5333422,6204
5878,Hyderabad,Budget,1,2,524.4,433.5,1,19,6,0,Semi-Furnished,1,0,0.2,24.16,2.48,2.29,64.8,1637358,3122
5879,Mumbai,Premium,1,1,617.8,421.9,14,14,7,1,Unfurnished,1,1,0.2,1.52,1.8,4.73,25.9,11282465,18262
5880,Pune,Mid,3,3,1212.5,814.8,7,20,1,0,Unfurnished,1,0,0.29,23.13,2.88,5.2,30.7,9322390,7689
5881,Pune,Budget,3,3,1044.5,761.6,11,23,10,1,Unfurnished,1,0,0.2,18.07,3.84,2.88,49.8,6848263,6556
5882,Nagpur,Mid,1,1,507.5,350.4,0,9,3,1,Semi-Furnished,0,0,0.85,9.9,5.01,0.3,46.1,2315795,4563
5883,Bangalore,Mid,3,3,1427.1,1206.4,16,17,13,0,Semi-Furnished,1,1,4.14,18.77,1.91,2.35,36.9,12221060,8564
5884,Pune,Premium,2,3,810.5,613.9,8,13,0,1,Semi-Furnished,1,1,1.43,12.21,2.08,4.73,26.2,8852428,10922
5885,Nagpur,Mid,1,1,516.6,387.2,7,8,7,0,Unfurnished,1,0,6.47,20.57,1.06,3,51.2,1574970,3049
5886,Nagpur,Mid,1,2,662.6,449.7,0,8,12,0,Semi-Furnished,1,0,2.24,15.62,3.78,2.72,38.9,2559830,3863
5887,Mumbai,Premium,3,4,1417.9,1196.5,9,16,3,1,Semi-Furnished,1,0,0.2,14.46,1.99,1.38,9.9,29435657,20760
5888,Hyderabad,Mid,1,1,609.8,509.1,0,11,8,1,Semi-Furnished,1,1,0.2,17.46,2.62,3.5,43.2,4189511,6870
5889,Hyderabad,Budget,2,3,908.1,660.5,1,15,5,1,Unfurnished,1,1,4.23,19.04,2.76,4.02,45.8,5546825,6108
5890,Mumbai,Mid,2,2,809.9,576,18,19,17,0,Unfurnished,1,1,5.02,3.01,1.82,2.31,53.6,12135629,14984
5891,Mumbai,Mid,2,1,931.3,772.5,1,12,15,1,Semi-Furnished,1,1,6.19,17.36,0.86,2.15,40.1,12783591,13727
5892,Mumbai,Mid,1,2,542.4,394.9,17,23,8,1,Semi-Furnished,1,1,4.07,2.77,5.86,3.27,58.2,8909431,16426
5893,Nagpur,Budget,3,3,1522.4,1237.6,12,17,3,1,Unfurnished,1,1,2.66,18.35,3.64,7.18,53.1,7033666,4620
5894,Pune,Budget,1,1,593,405.5,4,13,4,0,Semi-Furnished,1,1,2.11,24.73,3.63,3.2,55.9,2647465,4465
5895,Pune,Premium,3,3,1254.8,978.7,9,12,2,1,Fully-Furnished,1,0,4.87,0.5,1.76,3,37.4,14965999,11927
5896,Bangalore,Mid,2,2,862.3,709.1,9,14,2,1,Semi-Furnished,1,1,0.72,12.01,0.7,2.84,48.7,8338873,9671
5897,Hyderabad,Premium,2,2,1055.5,695.7,7,10,17,1,Unfurnished,1,1,1.46,1.33,0.2,1.07,23.1,10679461,10118
5898,Pune,Premium,4,4,1497.3,1245.5,1,15,7,1,Unfurnished,1,0,1.02,0.5,2.12,1.03,25,18028843,12041
5899,Bangalore,Budget,2,2,733.6,523.8,9,25,17,0,Unfurnished,1,0,0.2,5.38,5.8,4.14,60.4,5580038,7606
5900,Hyderabad,Premium,2,4,916,721.2,19,19,9,1,Fully-Furnished,1,0,0.37,7.81,2.98,4.48,20.9,8674349,9470
5901,Nagpur,Mid,3,3,1021.1,811.9,9,9,7,0,Unfurnished,1,1,2.71,11.42,2.3,2.79,29.3,5666837,5550
5902,Pune,Budget,1,1,612.9,419.5,6,17,8,0,Fully-Furnished,1,0,0.24,14.26,4.12,1.43,64.2,3628970,5921
5903,Mumbai,Mid,4,4,1638.8,1286.6,4,24,4,0,Unfurnished,0,1,0.2,7.91,4.72,1.17,42.5,28140112,17171
5904,Hyderabad,Mid,2,2,1158.4,970.6,0,17,7,0,Semi-Furnished,1,1,2.31,11.08,2.17,5.02,46.8,7595667,6557
5905,Bangalore,Premium,3,4,1097.5,879.5,1,20,11,0,Fully-Furnished,1,1,1.24,15.04,0.2,3.8,23.4,13522973,12322
5906,Mumbai,Mid,3,3,1323.3,1035.7,2,9,12,0,Semi-Furnished,1,1,2.47,19.39,3.54,4.27,36.6,21985062,16614
5907,Bangalore,Budget,2,1,1019.5,710.4,4,22,7,0,Semi-Furnished,1,0,3.66,24.28,4.78,1.92,62.4,6458424,6335
5908,Bangalore,Budget,1,2,603.6,457.6,0,20,5,1,Unfurnished,1,1,4.31,29.91,2.51,4.15,51.1,3341748,5536
5909,Pune,Mid,3,4,1181.7,967,2,17,5,0,Semi-Furnished,1,1,5.12,7.99,1.37,1.71,44.4,9563257,8093
5910,Nagpur,Mid,2,3,770.8,624.2,7,11,4,0,Unfurnished,1,1,4.02,8.78,2.53,1.73,50.1,4578492,5940
5911,Mumbai,Budget,3,4,1030.1,797.7,4,23,10,1,Semi-Furnished,1,0,1.01,15.69,3.51,2.01,50.1,11890184,11543
5912,Mumbai,Mid,3,3,1168.9,977.1,9,24,18,0,Unfurnished,1,0,0.2,19.85,2.22,5.69,58.1,15947633,13643
5913,Bangalore,Budget,2,2,928,707.1,10,18,9,0,Unfurnished,1,1,1.14,21.83,2.07,3.54,65.1,5680917,6122
5914,Bangalore,Mid,2,3,780.3,645.2,3,7,8,0,Semi-Furnished,1,1,0.2,7.05,1.44,3.42,44.8,8505420,10900
5915,Bangalore,Mid,3,3,1183.6,853.6,12,22,14,0,Unfurnished,1,1,2.61,21.02,3.42,1.78,22.6,11197822,9461
5916,Mumbai,Premium,3,4,1222.3,963.1,2,15,1,1,Unfurnished,1,1,1.77,0.5,0.2,1.6,32.1,26505583,21685
5917,Mumbai,Mid,3,4,1616,1094.1,4,14,9,1,Unfurnished,1,1,1.83,19.2,4.7,4.42,53.1,26354327,16308
5918,Hyderabad,Mid,2,3,848.9,618.9,4,14,4,0,Unfurnished,1,1,0.53,16.19,4.24,4.27,43.8,6408623,7549
5919,Mumbai,Mid,2,3,952.1,674.3,25,25,6,0,Unfurnished,1,1,0.2,17.81,3.12,3.19,33.7,13596970,14281
5920,Mumbai,Mid,2,2,851.8,650.1,6,19,6,1,Unfurnished,1,1,3.66,18.04,2.43,2.03,45.9,12336756,14483
5921,Nagpur,Mid,4,4,1858.2,1333.5,13,16,9,1,Semi-Furnished,0,1,7.09,35.17,3,3.57,57.2,9185938,4943
5922,Bangalore,Mid,2,2,897.9,676.7,14,22,9,1,Semi-Furnished,1,0,4.73,20.17,3,4.46,50.7,7052421,7854
5923,Mumbai,Premium,1,1,594.1,480.7,1,15,2,1,Semi-Furnished,0,1,1.14,1.69,2.71,2.76,34.1,12243500,20608
5924,Nagpur,Mid,1,1,606.3,432.4,6,15,9,0,Semi-Furnished,1,1,5.51,12.03,3.4,4.37,43.9,2559264,4221
5925,Bangalore,Premium,4,4,1639,1188.5,15,21,16,1,Fully-Furnished,1,1,0.2,0.5,3.99,2.34,28.5,19473992,11882
5926,Bangalore,Premium,1,1,550.5,372.8,9,21,5,1,Unfurnished,1,1,1.34,0.5,0.35,1.83,25.7,7661745,13918
5927,Hyderabad,Budget,2,2,900.2,750.7,0,8,18,0,Unfurnished,1,0,4.54,22.45,2.11,3.24,46.4,3705672,4116
5928,Mumbai,Mid,1,1,474.6,319.8,1,16,3,1,Semi-Furnished,1,1,2.09,17.89,0.53,2.4,47.1,7403203,15599
5929,Bangalore,Budget,2,3,1105,786.7,7,20,1,0,Unfurnished,1,0,2.43,10.46,2.97,3.78,59.2,8910700,8064
5930,Pune,Premium,2,2,1016.1,789.2,5,15,4,1,Fully-Furnished,1,0,0.68,2.33,2.46,3.36,37.5,11203898,11026
5931,Nagpur,Mid,3,3,981.1,815.4,18,19,7,0,Fully-Furnished,1,0,2.08,6.85,1.42,5.96,44.7,6353529,6476
5932,Mumbai,Mid,2,2,774.9,600.8,2,16,5,1,Unfurnished,1,1,4.6,22.14,2.46,2.89,53.1,10472728,13515
5933,Nagpur,Mid,1,2,556.6,440.6,8,8,14,1,Semi-Furnished,1,0,3.5,27.94,2.82,3.02,44.8,1799845,3234
5934,Mumbai,Premium,4,5,1397.9,1044.7,23,28,13,1,Semi-Furnished,1,1,5.17,5.93,3.07,2.8,15.3,27243776,19489
5935,Mumbai,Mid,2,2,876.4,618.6,8,16,7,1,Semi-Furnished,1,1,3.37,10.26,4.23,5.57,56.3,14753746,16834
5936,Pune,Budget,2,1,823.6,541.2,3,18,7,0,Fully-Furnished,1,0,0.2,22.64,2.85,5.12,53,4642727,5637
5937,Nagpur,Premium,2,3,721.8,564.4,3,9,8,1,Fully-Furnished,1,1,4.43,9.2,1.69,3.42,40.6,5896111,8169
5938,Pune,Mid,2,2,1011.1,786.6,0,20,16,0,Unfurnished,1,1,4.27,8.31,2.97,2.35,48.6,8332891,8241
5939,Mumbai,Mid,4,5,1735.4,1392,18,23,10,1,Semi-Furnished,1,1,1.47,27.43,3.76,2.62,56.1,25390296,14631
5940,Hyderabad,Premium,2,3,668.3,496.2,2,3,7,1,Unfurnished,1,1,1.47,6.38,1.05,2.61,28.1,6966722,10425
5941,Mumbai,Mid,3,3,840.5,650.1,8,11,4,1,Semi-Furnished,1,1,1.99,3.76,4.03,2.45,40.6,13714335,16317
5942,Hyderabad,Budget,2,2,786.2,646,12,12,17,0,Unfurnished,1,0,0.2,25.78,3.24,1.85,38.5,3239898,4121
5943,Nagpur,Budget,2,3,912.4,677.3,2,9,10,0,Semi-Furnished,1,1,1.39,11.55,3.54,4.28,73,4030967,4418
5944,Bangalore,Mid,3,3,1120.1,729.7,18,27,8,1,Semi-Furnished,1,0,3.77,16.91,3.8,5.49,70.1,10876350,9710
5945,Mumbai,Budget,2,2,862.5,611.8,1,18,6,0,Unfurnished,1,0,2.27,23.95,3.42,3.01,72.4,8817986,10224
5946,Pune,Mid,2,3,754.4,540.1,6,11,6,1,Unfurnished,1,0,4.31,9.68,4.93,1.81,40.1,5851890,7757
5947,Mumbai,Mid,3,2,1452.6,1121.5,8,16,19,0,Semi-Furnished,1,1,2.72,11.56,3.19,3.34,40,23836002,16409
5948,Nagpur,Mid,4,4,1907,1248.3,2,6,15,1,Unfurnished,1,0,6.18,5.3,0.73,1.47,49.5,9858507,5170
5949,Pune,Premium,2,1,831.2,576.3,5,14,9,1,Semi-Furnished,1,1,0.2,4.61,0.83,2.47,27.6,8709010,10478
5950,Bangalore,Mid,2,2,1151.8,774.1,6,15,2,0,Unfurnished,1,1,7.11,16.94,0.84,2.49,48.3,10533634,9145
5951,Nagpur,Mid,3,3,1174.3,767.4,5,11,3,1,Semi-Furnished,1,0,2.57,22.47,1.28,2.97,30.2,6878093,5857
5952,Mumbai,Mid,2,3,789.2,669.6,2,22,9,1,Unfurnished,1,1,7.29,2.27,1.13,2.07,37.2,12900549,16346
5953,Nagpur,Premium,1,1,625.9,489.7,2,15,10,1,Fully-Furnished,1,1,4.07,9.11,3.46,1.8,24.3,4851427,7751
5954,Hyderabad,Premium,5,5,2466,1749.4,0,9,2,1,Fully-Furnished,1,1,0.2,1.64,3.53,1.81,33.5,22232576,9016
5955,Hyderabad,Budget,2,3,986.9,731.3,6,15,11,1,Unfurnished,1,0,0.2,14.99,2.94,5.34,47.8,5642485,5717
5956,Mumbai,Premium,1,3,594.7,402.8,4,11,13,1,Semi-Furnished,1,1,0.45,6.59,2.03,5.29,28.6,13126713,22073
5957,Mumbai,Premium,2,3,806.4,556,1,6,7,1,Fully-Furnished,1,1,2.47,0.5,3.08,3.56,28.2,17251327,21393
5958,Pune,Mid,2,4,772.5,525.6,4,14,4,1,Fully-Furnished,1,1,3.37,15.02,1.3,2.91,53.7,7309239,9462
5959,Mumbai,Mid,1,2,611.9,414,20,20,12,0,Unfurnished,1,0,0.82,12,3.08,5.12,46.5,8337192,13625
5960,Mumbai,Mid,3,2,1411.6,1019.6,0,22,4,1,Semi-Furnished,1,0,1.68,9.19,2.18,2.56,49.1,20610608,14601
5961,Bangalore,Premium,1,1,550.9,458.1,15,26,7,1,Semi-Furnished,1,0,0.2,10.23,3.27,2.9,24.5,7034039,12768
5962,Bangalore,Mid,2,2,983.6,794.2,0,18,11,1,Fully-Furnished,1,1,0.2,13.71,5.5,3.96,31.6,9804945,9968
5963,Mumbai,Mid,1,1,553,400,13,17,10,1,Semi-Furnished,1,1,1.5,11.08,3.01,4.91,44.8,7567856,13685
5964,Pune,Premium,2,2,716.3,473.5,19,19,9,1,Unfurnished,1,0,0.2,12.9,1.29,2.17,30,6859845,9577
5965,Mumbai,Premium,4,4,1666.5,1212.8,3,14,3,1,Fully-Furnished,1,1,0.88,6.34,0.2,3.97,25.2,33639164,20186
5966,Pune,Budget,1,1,651.8,553.9,6,16,15,0,Semi-Furnished,1,0,5.62,16.67,2.7,3.53,55.6,3013771,4624
5967,Nagpur,Mid,2,2,1159.3,879.8,6,10,6,1,Semi-Furnished,1,0,1.8,16.57,3.86,3.34,49.2,5377705,4639
5968,Mumbai,Mid,3,4,1330.6,941.4,11,23,14,1,Semi-Furnished,1,1,2.85,16.03,0.27,2.53,43.8,22775942,17117
5969,Pune,Mid,2,3,1059.3,784.9,6,14,11,1,Semi-Furnished,1,0,1.23,10.73,3.65,1.79,33,8406831,7936
5970,Hyderabad,Premium,4,4,1467,1118.6,11,20,3,0,Unfurnished,1,1,5.17,5.13,2.22,2.27,19.7,14702966,10022
5971,Pune,Mid,2,2,959.1,808.8,0,7,9,1,Semi-Furnished,1,1,0.2,18.71,3,3.59,30.9,7783740,8116
5972,Pune,Budget,2,1,947,779.3,3,12,2,0,Unfurnished,1,1,0.2,21.34,5.19,1.85,52.6,5931247,6263
5973,Bangalore,Premium,2,2,920.8,614.6,11,24,4,1,Semi-Furnished,1,1,2.95,6.28,4.3,1.25,30.3,11040642,11990
5974,Nagpur,Budget,2,2,719.4,475.3,5,10,14,0,Unfurnished,1,0,8.8,11.09,2.95,2.75,41.6,2753063,3827
5975,Bangalore,Mid,2,3,771,559.9,12,17,11,1,Semi-Furnished,1,0,0.2,21.86,3.77,3.47,58.1,6315505,8191
5976,Bangalore,Mid,1,1,604.7,400.8,3,31,9,0,Unfurnished,1,1,2.94,7.51,0.2,1.48,42.7,4749765,7855
5977,Pune,Mid,2,2,854.1,617.9,1,4,4,1,Unfurnished,0,1,6.46,4.64,2.61,1.55,49.1,7836250,9175
5978,Mumbai,Premium,2,2,800.9,608.5,0,12,10,0,Semi-Furnished,1,1,0.33,9.47,2.81,1,23.1,14316132,17875
5979,Hyderabad,Mid,2,3,703.9,541,3,13,12,1,Unfurnished,1,0,0.2,10.93,2.67,2.81,37.8,5614689,7977
5980,Mumbai,Budget,2,3,944.1,747.5,15,15,15,0,Fully-Furnished,1,1,0.2,31.9,5.02,4.4,58.8,10910319,11556
5981,Bangalore,Mid,1,1,634.3,414.8,9,18,10,1,Semi-Furnished,1,0,2.47,13.26,3.66,3.93,47.7,4962390,7823
5982,Mumbai,Premium,5,5,2417.2,1828.6,18,23,15,1,Unfurnished,1,1,0.2,12.98,3.23,1.49,30,49895631,20642
5983,Mumbai,Mid,2,2,984.8,835,5,24,12,0,Unfurnished,1,1,0.5,10.55,3.6,4.65,44.8,14896183,15126
5984,Mumbai,Mid,2,2,775,542.2,10,12,9,1,Fully-Furnished,1,0,1.84,12.94,2.89,4.37,56.9,11353485,14650
5985,Mumbai,Mid,1,2,547.2,411.7,12,20,17,1,Semi-Furnished,1,1,0.43,25.94,2.7,3.45,46.5,7223170,13200
5986,Pune,Premium,2,3,806.4,574.8,7,20,12,0,Fully-Furnished,1,1,7.76,6.38,1.25,2.32,34.7,8287870,10278
5987,Mumbai,Mid,2,2,1009.5,673.9,12,21,5,0,Unfurnished,1,1,0.2,13.37,4.24,1.45,53.9,15890953,15741
5988,Nagpur,Premium,3,3,1166.1,876.7,0,10,3,1,Unfurnished,1,1,5.58,5.79,0.94,0.87,25.9,8709240,7469
5989,Hyderabad,Mid,3,2,1168.1,873.8,3,8,22,0,Unfurnished,1,1,1.94,11.79,1.53,1.21,40.7,8376580,7171
5990,Pune,Budget,2,2,903.4,683.4,2,11,9,0,Unfurnished,1,0,0.2,20.08,2.55,3.64,58.9,5016533,5553
5991,Bangalore,Mid,4,4,1880.3,1457.6,15,15,9,1,Fully-Furnished,1,1,2.35,20.97,4.07,0.3,47.1,17288600,9195
5992,Mumbai,Mid,2,3,1160.4,912.5,16,36,7,0,Unfurnished,1,0,0.3,17.86,1.67,5.11,47.8,18742827,16152
5993,Pune,Mid,2,2,943.2,616.2,1,9,19,1,Unfurnished,1,0,0.28,16.31,6.07,1.93,56.1,6471048,6861
5994,Pune,Budget,2,3,850.5,649.2,13,19,15,1,Unfurnished,1,0,3.61,22.35,3.2,5.29,55.1,4542226,5341
5995,Hyderabad,Mid,2,3,996.8,699.8,4,9,11,0,Unfurnished,1,0,3.1,14.38,1.23,0.3,29.1,6539283,6560
5996,Bangalore,Premium,4,4,1775.1,1237.9,15,22,6,1,Semi-Furnished,1,0,0.2,10.31,0.78,1.38,26.6,22975231,12943
5997,Mumbai,Mid,2,2,938.7,709.1,1,14,13,0,Unfurnished,1,1,0.78,12.11,2.41,3.29,55,14987605,15966
5998,Mumbai,Mid,1,2,476.2,322.8,13,23,5,0,Unfurnished,1,1,0.29,16.83,4.25,3.68,24.2,6488398,13625
5999,Hyderabad,Mid,3,3,1355,947.7,1,4,9,1,Fully-Furnished,0,1,2.63,18.57,2.45,1.2,42.9,9536799,7038
6000,Pune,Mid,4,4,1915.1,1292,9,17,16,1,Semi-Furnished,1,0,1.79,16.92,3.78,0.9,30.3,16271996,8497
6001,Hyderabad,Mid,2,2,823,686.7,11,17,3,1,Unfurnished,1,1,0.2,24.32,2.21,5.51,26,6291146,7644
6002,Mumbai,Mid,2,2,807,616.2,13,16,2,0,Unfurnished,1,1,0.31,12.47,4.83,3.74,52.6,11630379,14412
6003,Hyderabad,Premium,3,4,1259.6,917.2,3,16,11,0,Semi-Furnished,1,1,1.68,9.47,1.09,0.3,21.7,12900421,10242
6004,Hyderabad,Mid,3,3,1086.6,839,13,16,24,0,Unfurnished,1,1,0.73,20.94,1.96,4.23,32,6951584,6398
6005,Mumbai,Budget,1,2,550.7,404.4,13,20,16,0,Unfurnished,1,0,2.85,19.56,4.29,3.01,49.9,5143438,9340
6006,Mumbai,Mid,2,3,764,645.9,12,22,5,0,Semi-Furnished,1,1,3.36,10.31,0.84,2.78,38.4,11086242,14511
6007,Bangalore,Premium,1,1,580.5,456.9,13,22,3,0,Fully-Furnished,1,1,1.9,8.19,1.08,0.86,27.8,6940253,11956
6008,Pune,Premium,3,3,1261.7,828.5,0,11,3,1,Semi-Furnished,1,1,2.41,22.73,2.13,1.61,34.1,13383261,10607
6009,Mumbai,Premium,3,3,1222.7,950.9,7,26,1,1,Fully-Furnished,1,0,1.99,0.5,1.42,5.03,19.8,27195621,22242
6010,Bangalore,Mid,1,1,616.4,446.4,5,17,0,1,Fully-Furnished,1,0,1.29,17.43,2.42,4.33,53.1,5146368,8349
6011,Hyderabad,Mid,2,3,901.9,705.2,10,14,13,0,Unfurnished,1,1,5.49,19.48,2.53,2.49,41.8,5984672,6636
6012,Nagpur,Budget,1,1,508.3,401.2,2,6,12,0,Semi-Furnished,1,0,2.46,28.3,2.7,4.36,51.8,1562439,3074
6013,Bangalore,Budget,2,4,932.4,654.7,5,10,10,0,Semi-Furnished,1,0,2.71,8.57,4.92,2.45,63.2,6832453,7328
6014,Nagpur,Mid,3,3,1351.6,985.5,2,13,9,1,Unfurnished,1,0,6.47,17.54,3.5,4.03,51.8,6327270,4681
6015,Nagpur,Budget,2,2,955.9,726.3,0,3,16,1,Unfurnished,0,0,3.69,17.67,3.86,2.15,35.5,3607610,3774
6016,Hyderabad,Mid,3,4,1094.7,804.3,9,15,8,1,Unfurnished,1,0,2.95,9.9,4.35,7.52,50.9,8395347,7669
6017,Bangalore,Mid,2,3,965.9,800.4,5,5,9,0,Semi-Furnished,0,1,0.41,25.26,2.27,1.63,31.7,7899238,8178
6018,Mumbai,Budget,1,1,568.4,478.5,4,17,11,1,Semi-Furnished,1,0,0.2,31.24,4.95,5.03,34.4,5724039,10070
6019,Hyderabad,Mid,2,3,872.8,668.1,15,20,5,1,Semi-Furnished,1,0,0.2,12.94,3.12,3.55,45.3,6151161,7048
6020,Hyderabad,Premium,3,4,1442.7,1021.8,4,11,2,1,Unfurnished,1,1,1.69,5.98,2.69,2.11,27.8,14900217,10328
6021,Pune,Premium,3,3,1147.3,748.5,1,18,2,1,Fully-Furnished,1,0,0.2,12.43,1.42,1.31,24.8,12783008,11142
6022,Hyderabad,Mid,1,1,645.6,531.2,13,14,11,0,Unfurnished,1,0,0.23,15.35,4.16,2.79,40.7,3997180,6191
6023,Mumbai,Mid,3,3,1210,848.8,9,23,5,1,Fully-Furnished,1,1,2.77,9.43,1.73,1.71,51.5,18742855,15490
6024,Mumbai,Premium,2,2,976.7,729.9,7,18,6,1,Semi-Furnished,1,1,0.2,13.75,1.94,3.22,27.3,17639806,18061
6025,Bangalore,Budget,2,2,1004.2,822.4,6,13,12,0,Fully-Furnished,1,0,1.64,22.07,4.86,2.09,73.4,7338725,7308
6026,Hyderabad,Budget,1,2,540.9,434.1,18,19,11,0,Semi-Furnished,1,1,0.51,23.29,3.27,3.41,35.2,2329176,4306
6027,Bangalore,Mid,1,1,549.3,446.8,1,22,3,1,Semi-Furnished,1,1,2.64,8.28,2.51,1.68,35.8,5628417,10247
6028,Bangalore,Mid,2,1,707,537.7,15,21,3,1,Unfurnished,1,1,0.3,8.48,1.38,4.3,41.5,6233426,8817
6029,Hyderabad,Mid,2,2,971.4,804.9,18,23,19,0,Fully-Furnished,1,1,2.68,15.37,2.05,5.55,41.9,7418014,7636
6030,Hyderabad,Premium,3,4,1573.2,1305.9,0,15,14,1,Semi-Furnished,1,1,0.2,18.18,0.37,3.42,48.5,13019011,8275
6031,Mumbai,Premium,5,4,2216.1,1573.6,9,18,2,1,Fully-Furnished,1,1,0.44,5.83,0.2,3.36,29.8,43547162,19650
6032,Mumbai,Mid,3,3,1447.2,1091.3,5,17,1,1,Semi-Furnished,1,0,2.55,11.89,4.51,3.64,31.5,24779328,17122
6033,Bangalore,Premium,5,6,2746.6,2135.1,8,15,5,1,Unfurnished,1,1,0.5,3.52,0.2,2.41,47.4,34751371,12653
6034,Pune,Mid,2,2,970.8,782.8,2,9,11,0,Unfurnished,1,0,6.7,7.47,2.22,2.12,48.2,6926696,7135
6035,Bangalore,Mid,2,3,728.1,494.8,5,25,5,1,Semi-Furnished,1,0,0.2,15.67,2.79,3,27.1,7616880,10461
6036,Pune,Premium,4,5,1874.9,1264,9,11,4,1,Semi-Furnished,1,1,0.93,13.5,2.71,1.52,51.9,21795170,11625
6037,Bangalore,Mid,3,4,1122.5,782.3,2,10,3,0,Fully-Furnished,1,0,0.2,10.97,3.38,3.31,23.9,10865628,9680
6038,Pune,Premium,2,2,832.4,688.7,1,4,1,1,Semi-Furnished,1,1,1.68,11.46,2.85,0.59,20.9,8549601,10271
6039,Bangalore,Mid,2,2,819.7,638.6,8,8,3,1,Semi-Furnished,1,1,0.67,12.78,2.91,2.82,46,7224632,8814
6040,Bangalore,Budget,3,3,1231.3,838,11,15,18,0,Unfurnished,1,0,1.67,24.64,4.97,2,53.4,8179867,6643
